,first_page_exposure,stars,polarity,subjectivity,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob
162246,365.1216782410629,5.0,0.9757,0.5544563279857398,8.6,7.71,5,0,0,1,4,1,0,0,2,0,3,0.43064699811670387
222735,531.0770833333954,5.0,-0.0772,0.5923611111111111,9.26,7.2,5,0,0,1,3,1,0,0,3,0,2,0.42152024403116267
43898,423.1189814810641,5.0,0.9883,0.4036435786435786,6.97,13.09,2,0,1,0,10,0,1,5,0,2,6,0.6508906984178832
30786,-2398.878275462892,1.0,-0.7501,0.3607142857142857,9.08,3.97,0,0,0,1,0,0,0,0,2,0,3,0.3423142904430002
48036,202.2131134257652,1.0,-0.1027,0.3833333333333333,5.33,3.79,2,0,0,1,1,0,2,0,1,0,1,0.46134578997415004
245817,385.59318287018687,1.0,0.6808,0.3674242424242424,9.95,18.29,9,1,0,1,4,1,7,0,5,4,2,0.5993730657706211
137731,1203.0313888886012,5.0,0.7184,0.4833333333333334,7.11,3.04,0,0,0,0,0,0,0,0,1,1,1,0.41478956643015474
261566,-2145.821979166474,5.0,0.7713,0.5,10.7,8.11,5,0,0,0,3,0,0,0,0,1,0,0.33973634809785963
172658,220.36121527804065,5.0,0.8729,0.3791666666666667,10.53,5.49,0,0,0,1,4,1,1,0,1,1,4,0.4060911779557176
191536,16.829363426193595,1.0,0.9687,0.5660818713450292,5.39,12.43,11,0,0,1,4,0,2,0,1,3,0,0.5630992276154773
225073,649.6198495370336,5.0,0.9399,0.4329562594268476,9.74,13.72,4,0,0,2,5,2,0,1,3,2,2,0.6194145797360441
82838,227.99938657414168,4.0,0.8225,0.6092592592592593,9.28,2.45,0,2,0,0,3,1,0,0,2,0,0,0.38870856451757324
63057,477.29048611084,1.0,0.6997,0.4793040293040293,7.29,17.7,11,0,0,0,7,1,4,0,1,2,10,0.6163105321397673
258240,-2783.160370370373,5.0,0.836,0.8300000000000001,2.28,1.23,1,0,0,0,2,2,0,0,0,0,0,0.2176655616320887
118458,1558.135578703601,3.0,0.872,0.3676587301587301,8.66,8.89,5,0,0,1,4,2,1,0,0,4,3,0.600091039879064
166589,6.634479166474193,4.0,0.9946,0.5766507936507937,5.84,19.05,3,0,2,5,11,2,1,5,0,6,8,0.7595339269841845
71090,307.4031828707084,3.0,0.9978,0.5396500130106688,6.21,58.47,36,7,2,13,21,1,7,3,13,10,26,0.8735000491903224
111812,846.613541666884,1.0,-0.9594,0.6407407407407407,6.43,7.79,2,1,0,2,2,1,2,0,6,0,2,0.5119131374503183
108953,116.89405092597008,5.0,0.9758,0.7250000000000001,8.36,3.5,0,0,0,0,4,0,0,0,1,0,1,0.36415787680179307
80091,461.0700694443658,4.0,0.9967,0.5173727422003284,9.79,40.97,12,1,1,0,15,3,0,3,3,7,2,0.9566281797388801
17570,68.97077546268702,5.0,0.9986,0.5550109890109889,10.2,33.52,11,0,2,2,22,1,3,1,2,1,1,0.8989784187376626
177553,-1581.871666666586,5.0,0.8693,0.4935871876661349,6.88,23.46,10,1,1,0,7,5,1,2,0,5,9,0.686664860317141
150681,209.94964120350775,5.0,0.9668,0.4392857142857141,10.4,9.33,4,0,0,5,4,0,0,0,0,2,0,0.5001671775232573
231962,900.6007407405414,2.0,-0.4215,0.4997113997113998,13.74,5.36,1,0,0,0,2,0,3,0,0,0,8,0.43193403693922605
71587,155.92406250024214,4.0,0.7096,0.4047619047619047,6.39,4.5,0,1,0,2,0,3,0,0,0,0,0,0.49880608972463497
85876,-956.8662152779287,2.0,-0.379,0.5594280240831965,27.92,21.11,9,0,0,0,3,1,1,0,4,4,1,0.6605573713586407
21844,60.35670138895512,2.0,0.2732,0.2166666666666666,1.92,1.22,0,0,0,0,0,0,0,0,0,2,3,0.4117539923468067
260623,-3277.6260879631154,3.0,0.9633,0.5616666666666666,4.94,3.47,2,0,0,0,4,0,0,0,0,1,0,0.26560284951932334
229692,63.17596064833924,1.0,-0.1301,0.3897959183673468,4.74,11.5,8,1,1,1,0,0,4,5,1,2,3,0.5956811604316483
257695,-2251.9291550926864,4.0,0.9545,0.45,9.18,9.58,3,0,2,0,7,2,0,1,0,1,4,0.47572495563069184
153005,397.94048611074686,5.0,0.9831,0.505925925925926,7.43,15.85,1,0,0,0,4,0,1,1,3,4,0,0.629435387863807
82083,45.4746643519029,4.0,0.932,0.8055555555555555,4.63,2.67,2,0,0,0,3,1,0,0,0,1,0,0.377917225255848
89203,115.69004629645497,2.0,-0.7722,0.4348196248196248,8.8,4.77,0,1,0,0,1,1,0,0,0,0,0,0.5348509371225539
209034,154.99773148167878,4.0,0.9131,0.8469135802469137,8.46,7.49,2,0,0,0,3,1,0,0,1,0,4,0.4409747050195912
13807,278.1587384259328,2.0,0.8934,0.3453042328042328,9.49,36.61,13,0,1,3,3,1,6,0,4,8,32,0.6807172743547324
130774,147.0315162036568,1.0,0.9356,0.5636363636363636,5.64,7.76,4,1,0,0,3,0,1,0,0,0,2,0.5409595039875544
117322,727.3255324074998,1.0,-0.7003,0.47003367003367,7.98,2.16,1,0,0,0,2,1,0,0,1,2,1,0.4986816404610793
58577,68.93828703695908,5.0,0.9231,0.4555555555555555,6.9,3.91,0,0,0,1,2,1,0,1,0,1,1,0.4213624937769446
187250,76.73759259236977,5.0,0.9612,0.603021978021978,5.83,7.71,6,0,0,0,3,1,2,0,1,0,10,0.3173311344758693
241179,-1080.9958217591047,1.0,-0.25,0.321969696969697,6.53,11.44,5,0,0,0,4,2,4,2,0,1,2,0.5796236400537007
152930,1113.2445717593655,3.0,0.9709,0.56875,6.42,3.73,3,0,0,1,3,0,1,1,2,0,2,0.43903693944606226
166606,6.901446759235114,2.0,0.1441,0.4912037037037037,9.65,19.92,7,0,0,2,8,3,1,1,2,3,14,0.6797239583227684
198897,643.9574884260073,4.0,0.9709,0.70625,7.0,2.76,0,0,1,3,3,0,0,0,0,0,3,0.41338509642412213
42157,452.8294560187496,5.0,0.9623,0.4806122448979592,9.28,13.07,6,1,2,6,4,1,0,0,0,1,4,0.6023625391707238
135897,135.69005787046626,5.0,0.9559,0.5431216931216931,6.34,3.82,2,0,2,2,4,1,1,1,3,0,2,0.3896165906882865
7606,127.90641203708948,1.0,-0.7506,0.2757575757575757,6.34,5.01,1,0,0,0,1,0,5,0,1,1,5,0.4081507230357201
168798,4.588229166343808,1.0,-0.5859,0.0,7.43,2.92,0,0,0,0,1,0,0,1,2,0,0,0.5271872692978505
16867,-1156.6896064816974,1.0,-0.3628,0.4821428571428571,11.43,4.48,1,0,0,0,1,0,2,0,3,3,0,0.3688631825894632
230885,102.0139930555597,3.0,0.8718,0.4506410256410256,8.5,11.03,0,0,0,0,1,1,0,0,2,2,0,0.6075488797607582
46315,203.5426388885826,5.0,0.9962,0.5574337121212122,9.57,21.33,7,0,3,4,11,4,3,0,2,1,6,0.745578910578217
139230,574.9166550925002,1.0,0.9599,0.4895436507936507,11.11,28.91,4,0,1,0,5,4,3,0,3,5,6,0.8869352389331597
68899,770.9652199074626,1.0,-0.4966,0.4254807692307692,7.28,3.75,3,0,0,0,0,0,1,0,2,0,2,0.4729484178145409
191967,113.98932870384306,5.0,0.9766,0.4448412698412699,5.41,11.03,4,0,0,1,12,2,0,0,0,1,3,0.5781620861906448
153066,381.4268981483765,1.0,0.9922,0.495105105105105,9.91,26.22,7,0,0,1,15,7,4,1,4,0,23,0.7837847081197609
118716,310.9420486111194,3.0,-0.3657,0.5101190476190477,8.17,10.18,4,0,0,0,2,2,0,1,1,2,6,0.5538891942702113
202928,76.22700231475756,5.0,0.995,0.7289100684261977,6.37,15.66,3,0,2,3,13,3,3,5,1,2,11,0.6361549844804373
164106,446.624085648451,2.0,0.959,0.6533389450056117,7.73,15.29,5,0,3,1,14,7,1,1,5,2,8,0.7578289341902109
54380,640.1450462965295,3.0,0.9874,0.5089869281045752,5.23,12.03,5,0,0,2,12,1,0,1,0,2,2,0.6687384675313991
185840,57.89677083306015,5.0,0.926,0.6222222222222223,8.0,2.1,2,0,0,0,3,1,0,1,2,1,1,0.3320704453530824
3555,295.7553240740672,5.0,0.891,0.4848484848484848,7.05,2.7,0,0,0,0,2,0,1,0,0,2,0,0.36462153540752107
40244,42.67774305539206,5.0,0.8316,0.4426470588235294,8.78,11.12,6,2,0,0,1,1,1,2,1,4,1,0.49669231234723993
50428,237.85850694449616,5.0,0.872,0.5357142857142857,8.86,3.91,1,0,0,0,1,0,1,0,0,1,2,0.35850278796525187
134909,118.7860300927423,2.0,-0.0258,0.325,10.85,3.58,1,0,0,2,0,1,1,0,0,1,2,0.4589874452559008
186827,29.388344907201827,2.0,0.9719,0.3532465277777778,7.33,18.54,7,0,1,0,8,2,4,2,1,2,3,0.7411317100513601
221824,436.7253124997951,1.0,-0.9287,0.5674444444444444,8.78,25.5,14,2,1,0,7,0,6,1,4,3,13,0.6671745381058408
130579,-3188.8697800925,5.0,0.9491,0.6996825396825397,9.48,4.86,0,0,1,0,6,2,1,0,4,0,4,0.22045849818508154
198963,464.8228819444776,1.0,0.144,0.4568181818181818,7.62,4.66,1,0,0,1,3,0,0,0,1,0,2,0.5282560474403393
17512,6.466932870447636,4.0,0.9983,0.5785493827160493,7.45,41.7,15,1,0,3,22,0,2,3,6,5,14,0.8835101779301529
177453,8.545833333395422,5.0,0.9771,0.5641025641025641,7.08,6.73,1,0,0,2,3,0,1,0,0,2,0,0.42547117017547365
233133,352.2410069447942,5.0,0.9299,0.4722222222222222,7.76,7.98,2,0,0,3,5,0,1,2,0,1,3,0.4807788779204344
70737,-2618.9965046294965,2.0,-0.4576,0.3125,9.62,3.8,0,1,0,0,2,0,0,0,0,0,4,0.323873578239154
83560,91.32298611104488,4.0,0.9578,0.5205091575091575,10.54,7.55,1,0,1,0,5,1,0,0,0,0,0,0.5558577741713511
146416,-1651.217835647985,1.0,0.9364,0.3719298245614034,11.17,15.16,2,1,0,0,1,2,5,2,5,5,3,0.5195491162522777
82112,585.8956481483765,3.0,0.994,0.5017094017094017,5.42,11.08,5,0,0,1,11,2,0,2,2,2,3,0.6381340022637843
156287,-2580.888634259347,1.0,-0.0516,0.8,6.32,2.28,2,0,0,0,1,0,0,0,1,0,0,0.29179377325687705
164868,10.0182523149997,3.0,0.1027,0.5388888888888889,7.54,4.74,3,0,0,0,1,0,0,1,0,1,6,0.39848186084549264
186103,-3182.6920486111194,4.0,0.9202,0.5987962962962964,7.41,7.27,3,0,0,2,8,1,0,0,1,2,3,0.291709481605599
231046,83.86228009220213,5.0,0.8555,0.4200000000000001,8.04,3.08,1,0,1,0,1,0,0,0,0,0,0,0.40376877454962856
78257,-3181.929780092556,5.0,0.8831,0.4516666666666666,8.83,4.54,3,1,0,0,2,0,0,0,0,1,0,0.2370675445174444
84381,226.33295138878748,1.0,0.9802,0.5952380952380952,9.46,15.53,4,0,1,0,6,0,2,0,6,2,1,0.6546088179009261
42985,927.9351273146458,1.0,0.0,0.3472222222222222,14.11,2.92,1,0,0,0,1,1,0,1,0,0,0,0.5750776498381547
75261,-40.59949074080214,1.0,-0.9681,0.5923076923076922,7.17,11.25,2,0,1,0,1,1,1,4,6,4,0,0.6317426679925707
9045,501.1314120371826,1.0,-0.6007,0.5365384615384615,12.32,8.04,0,0,0,0,3,0,1,1,2,5,0,0.5833681185673951
38215,-686.8879050924443,1.0,0.9186,0.5322222222222222,6.2,11.56,5,0,0,0,5,3,1,0,4,5,4,0.5364492878360455
222729,101.74575231503697,5.0,0.9336,0.4979999999999999,7.08,2.67,2,0,0,0,4,0,0,0,0,1,1,0.3570920162803028
94080,20.928391203749925,5.0,0.743,0.6523809523809524,11.4,2.14,0,0,1,1,2,1,0,0,0,0,1,0.37438373636612904
215610,68.62356481468305,5.0,0.9081,0.490625,7.7,6.61,1,0,0,2,3,0,0,0,1,1,0,0.4427954402463849
127980,98.36487268516794,1.0,-0.9356,0.6330769230769231,7.61,12.34,3,0,0,0,0,3,1,0,0,1,3,0.6697285814853785
45645,342.8940277779475,5.0,0.999,0.4849692577953449,6.53,45.92,7,1,5,1,18,5,3,8,3,13,3,0.9815488794819394
222725,487.4996180552989,5.0,0.9776,0.5375661375661376,6.46,7.95,5,0,0,4,7,2,0,0,0,1,3,0.48970880969304026
132116,299.3883912037127,3.0,0.4588,0.4398148148148148,9.12,4.82,2,0,0,0,2,3,0,0,0,0,1,0.5252601570537268
165464,161.33390046283603,3.0,0.2023,0.5028246753246753,8.9,7.73,1,1,0,1,2,0,0,1,2,5,7,0.4354551018012986
8658,940.170671296306,5.0,0.9623,0.7014545454545453,7.87,3.82,3,1,0,2,3,2,0,0,2,1,2,0.3905511357710082
139835,814.6259490740485,1.0,0.3818,0.7000000000000001,7.11,1.16,0,0,0,0,2,0,0,0,1,0,2,0.4496786175392184
239010,-3315.885717592668,1.0,-0.1053,0.4232142857142857,9.01,8.09,1,0,0,0,1,0,0,1,4,2,0,0.3780840442189371
255837,-2750.719027777668,5.0,0.9558,0.65,6.34,2.89,2,0,0,2,2,0,0,0,0,0,2,0.2116297370649613
226113,-2315.842037037015,5.0,0.9524,0.5,9.29,2.59,1,0,0,0,6,1,0,0,1,1,0,0.26331150965299943
39913,129.14343750011176,1.0,0.7362,0.3931251288394145,7.46,13.13,4,4,0,0,4,1,3,3,6,1,0,0.6292668185085744
156893,250.3911111112684,5.0,0.9558,0.5524431818181817,8.98,3.36,3,0,1,0,4,0,0,0,0,0,0,0.40179795224269993
62116,196.11233796272427,5.0,0.8908,0.9444444444444444,8.9,1.03,0,0,0,0,2,0,0,0,0,0,0,0.3128764225758783
135063,45.07516203681007,5.0,0.8658,0.5625,8.96,2.76,3,0,0,0,5,1,0,0,0,0,0,0.3754628797436638
28302,349.0844212961383,3.0,0.7717,0.5052777777777778,5.32,4.57,2,0,0,0,1,2,1,0,3,2,0,0.44024666417469804
36910,1047.9707986111753,5.0,0.9485,0.7083333333333334,8.15,3.11,0,1,1,0,2,1,1,1,3,0,3,0.38523703050186686
179398,108.14258101861924,3.0,0.9718,0.5917027417027417,6.01,12.99,6,1,0,3,11,1,1,2,2,6,7,0.5418962027204617
118187,137.02873842557892,2.0,0.7928,0.6166426166426167,9.29,29.42,6,0,1,2,6,2,5,2,2,1,24,0.7409107506850159
89290,297.3053240743466,5.0,0.8513,0.8875,7.25,2.57,1,0,0,0,1,1,0,0,0,0,0,0.3596320608458875
162116,11.99947916669771,1.0,-0.831,0.3979166666666667,10.39,2.48,0,0,0,0,2,0,0,0,0,0,0,0.4972408437295001
170082,-2167.4617361109704,5.0,0.9637,0.6541071428571429,8.97,3.23,3,0,0,0,2,1,1,0,0,0,0,0.24775468077392468
208913,49.704120370559394,2.0,-0.4019,0.7366666666666667,5.79,3.1,1,0,0,0,1,1,3,0,3,0,3,0.3439960767862099
122594,336.68354166671634,1.0,0.836,0.4696078431372549,7.79,10.03,5,0,1,3,8,0,0,1,2,3,2,0.6281678584626496
181094,99.09347222233193,3.0,0.9777,0.5337662337662338,8.3,29.81,7,0,2,3,16,4,4,6,8,6,14,0.8278138040508025
6111,1857.1314814812504,4.0,0.9952,0.4937426900584795,7.37,22.43,5,0,0,4,10,4,0,1,0,7,10,0.8254988639641156
107263,22.83795138914138,2.0,0.9349,0.6222222222222222,7.26,4.27,1,1,0,0,3,2,0,1,2,2,0,0.48768788174698396
88067,90.89775462960824,4.0,0.9498,0.5819444444444445,6.82,6.32,3,0,0,1,6,2,0,1,2,2,3,0.45153532403870855
209540,423.17879629600793,5.0,0.7579,0.3148148148148148,7.0,1.98,0,0,0,0,2,0,0,0,0,0,0,0.39788491344341226
230209,-286.15203703707084,1.0,0.9517,0.559175225645814,7.17,29.45,4,4,0,3,19,1,4,1,6,4,19,0.7508646416684446
206161,130.9966087960638,5.0,0.836,0.825,5.82,1.06,1,0,0,1,2,1,0,1,0,0,0,0.33911995265089945
42935,1059.6354861110449,5.0,0.9686,0.5184515220229505,8.99,12.94,5,0,1,1,8,2,0,3,0,2,9,0.6357788386376528
182246,-2392.0512847220525,1.0,0.2621,0.5340201465201465,7.84,7.82,1,0,0,0,3,1,2,0,3,4,1,0.3799986023691946
10468,136.46458333311602,4.0,0.9743,0.5728571428571428,6.65,7.79,1,0,1,0,8,1,0,0,0,2,11,0.4522686398150963
63653,-426.7690509259701,2.0,0.0258,0.5233333333333333,18.04,2.23,0,0,0,0,2,0,0,0,0,0,1,0.40988975159337976
19977,-3102.6045023147017,1.0,-0.8176,0.86,9.83,3.89,0,0,0,0,1,2,0,0,0,0,1,0.33915124029286225
68824,170.32777777779847,5.0,0.9694,0.4993912337662338,7.13,10.96,4,0,0,0,6,3,1,2,2,4,8,0.4851143090352493
242306,264.1144328704104,3.0,0.9796,0.5537925170068028,12.7,16.51,5,0,3,2,19,5,0,3,1,1,12,0.7858664860798409
209133,-3030.98061342584,5.0,0.9799,0.6205128205128205,4.74,6.01,2,0,0,0,5,0,0,1,5,0,1,0.23370967651329325
33139,-542.0700231483206,4.0,0.8354,0.5537037037037038,5.82,4.47,1,0,0,0,4,3,0,0,0,1,4,0.4121338552601315
240847,-746.7708333334886,5.0,0.9842,0.67,7.03,3.41,0,0,0,0,6,0,1,0,0,2,0,0.32466113985243333
251384,935.0070949075744,3.0,0.9409,0.4276083638583639,7.11,25.41,16,0,0,6,10,0,1,1,0,1,9,0.7769210914991487
32303,761.478599537164,5.0,0.9559,0.4154320987654321,18.23,10.47,4,0,1,0,3,3,0,0,0,2,3,0.5962083901850558
12267,95.07015046291052,5.0,0.9682,0.6055555555555556,8.98,3.5,1,0,0,0,5,2,0,0,0,0,2,0.4023467752510153
145264,572.4296064819209,2.0,-0.6597,0.6333333333333334,2.76,4.2,2,0,0,0,1,1,0,2,1,0,4,0.49193278405176893
111247,139.27800925914198,3.0,0.967,0.648139880952381,6.46,7.58,3,0,2,0,5,2,2,2,3,1,6,0.48761724528051187
210117,-2375.504305555485,1.0,-0.9616,0.5670370370370371,12.13,13.53,3,0,0,0,2,1,2,0,1,2,0,0.5370837152325538
107492,516.3668981483206,5.0,0.9865,0.5571062271062271,7.34,6.99,2,0,0,1,9,0,1,0,0,1,0,0.4805124271993849
201417,278.842638888862,1.0,0.9711,0.5519797979797979,6.32,37.75,18,1,2,1,14,0,11,2,2,6,1,0.8868939519261109
157591,30.104907407425344,3.0,0.7184,0.446,9.89,1.98,0,0,0,2,1,1,0,0,0,2,0,0.41915441346626753
130383,452.7571296296082,1.0,-0.8302,0.5007667584940312,6.85,5.89,0,0,0,2,1,1,1,0,0,1,0,0.5806657255504746
181127,390.1062037036754,2.0,0.6908,0.5837121212121212,6.38,7.67,2,0,1,0,2,0,1,0,5,1,0,0.508638103386027
108793,23.8378240740858,1.0,-0.4184,0.25,9.15,9.9,4,2,0,0,1,2,2,0,6,4,1,0.53003022042578
154187,-2321.66878472222,4.0,0.721,0.4333333333333333,8.8,4.91,2,0,1,0,1,0,0,0,2,2,0,0.3041669379765285
235929,691.527604166884,4.0,0.9426,0.4995098039215686,9.7,12.94,8,0,0,0,5,1,3,2,5,3,0,0.5306577975555068
79703,521.5001620370895,2.0,0.8932,0.5375,6.13,2.64,0,0,0,1,4,0,0,0,5,0,3,0.39832110759898426
122278,-2488.742500000168,3.0,0.9828,0.5496279761904762,9.24,9.42,2,1,0,3,4,2,0,1,3,1,2,0.40920892305915074
163904,578.0003356481902,4.0,0.9815,0.484613381198747,7.6,20.87,8,0,1,1,15,2,3,2,1,3,8,0.7362690240612514
13551,-2374.0650231479667,1.0,-0.9629,0.731060606060606,12.97,9.53,5,0,1,0,2,1,3,0,4,1,0,0.3860096694924273
94873,-913.9072916666046,5.0,0.872,0.9375,8.16,2.28,2,0,0,0,1,1,1,0,3,1,0,0.23579493921720368
5097,144.41386574087664,3.0,0.986,0.3956397306397307,8.34,22.53,9,1,1,4,14,0,3,2,0,9,4,0.7512135271825339
201191,46.899675925727934,2.0,0.2748,0.4875,7.43,4.05,1,0,0,0,1,0,0,1,0,1,0,0.4919554525835102
69744,-2316.5765740741044,2.0,0.5719,0.6428571428571429,6.9,3.82,5,1,1,1,2,2,0,0,0,0,2,0.34072158284178894
198222,374.8734490741044,1.0,-0.8199,0.5520833333333334,7.67,5.01,2,0,0,0,0,1,0,1,4,0,4,0.4787847302471834
125994,323.3830555556342,5.0,0.9925,0.7246296296296296,4.84,10.87,2,0,2,2,5,2,1,1,0,0,6,0.5650992339183142
94286,130.6863657408394,1.0,0.296,0.1946969696969697,9.33,7.32,1,0,0,0,1,2,2,0,1,1,1,0.5877066278987944
177975,32.634502314496785,5.0,0.9712,0.6594642857142857,5.67,2.76,1,0,0,0,5,2,0,0,1,0,1,0.3771996392883086
35826,537.3507523145527,5.0,0.9485,0.7702380952380954,8.4,6.43,6,0,0,2,4,1,0,0,0,1,0,0.43208297609382507
93445,346.1225925926119,3.0,0.5964,0.4222222222222222,6.39,6.46,2,0,0,1,7,2,0,0,1,1,2,0.5412077123251103
144521,509.0325347222388,5.0,0.9892,0.787190082644628,9.24,5.79,1,0,0,1,5,2,0,0,0,0,4,0.44033717920495274
108698,127.17069444432856,1.0,-0.9273,0.6222222222222221,7.28,3.42,2,0,0,0,1,1,0,0,2,0,0,0.4786073282500398
247405,629.3224652777426,1.0,0.9467,0.5596390168970814,8.92,24.43,2,0,0,1,6,2,2,2,0,4,11,0.8379601472493515
74020,872.9888194445521,5.0,0.9169,0.5530303030303031,9.42,3.44,1,0,0,0,2,1,0,1,2,0,0,0.4280094818454993
84132,837.5118518522941,4.0,0.9536,0.5172916666666667,6.73,10.61,9,0,1,1,5,0,0,0,4,5,10,0.41205256783433075
62928,1017.9347106479108,5.0,0.9828,0.5184210526315789,5.99,11.85,4,1,1,1,6,4,0,0,1,4,8,0.5909847561625089
119819,1506.1145370369777,1.0,-0.9707,0.4307440165198787,9.91,43.31,11,0,0,0,11,1,10,1,2,13,8,0.9297718499231703
198484,227.84498842572796,5.0,0.9885,0.5757575757575757,47.32,7.35,3,1,0,1,8,1,1,0,3,4,1,0.3853788294275021
172487,-1399.731921296101,5.0,0.7906,0.4958333333333333,5.25,2.69,1,0,0,2,1,0,0,0,0,1,2,0.2737783891746857
33460,246.9953240742907,3.0,0.9231,0.6032323232323232,6.67,9.95,2,3,0,2,5,0,1,2,8,1,7,0.4196732650667185
49942,-3157.911388888955,5.0,0.9783,0.4404195011337869,8.81,11.24,8,0,0,1,4,0,0,0,0,2,1,0.3262585753297499
257239,201.74609953723848,3.0,0.8176,0.3162698412698413,9.59,5.76,2,0,0,0,1,0,0,0,1,1,0,0.4899944257551554
35882,49.89482638891786,5.0,0.9726,0.6338383838383838,7.4,3.1,2,0,2,0,3,1,0,0,0,1,0,0.41439005918081545
151646,123.2812384259887,4.0,0.8442,0.5428571428571429,8.28,3.03,0,0,0,0,2,0,1,0,2,1,2,0.34755655376850597
43173,911.0153703703544,5.0,0.936,0.51,6.74,4.01,1,0,0,0,4,0,1,1,2,1,2,0.3974773675825549
199909,404.05046296305954,4.0,0.9774,0.7411255411255412,5.06,3.76,2,0,1,1,5,0,1,0,0,0,2,0.40696214475641485
207914,91.3534375000745,1.0,-0.9403,0.4262896825396826,17.32,12.37,2,1,0,0,1,0,0,1,3,2,1,0.6511712908991389
221853,2106.3880555555224,5.0,0.9761,0.4484668109668109,9.2,14.94,4,0,2,1,7,2,2,1,2,2,3,0.7308364596989838
110046,361.7571643516421,3.0,0.8268,0.4666666666666667,7.3,6.16,1,0,0,4,3,2,0,0,0,2,2,0.5272835457000835
244555,101.80149305518717,3.0,0.2363,0.6000000000000001,4.86,5.61,1,1,0,0,2,1,0,1,0,1,4,0.4716224796626488
138345,246.5575810186565,5.0,0.8553,0.4909090909090909,3.97,3.2,1,0,0,1,5,0,0,0,2,0,2,0.3607286400516664
226727,144.89709490770474,5.0,0.9432,0.6833333333333332,5.68,2.07,1,0,0,0,4,0,0,0,1,0,3,0.31567685841746174
24888,196.62247685156763,5.0,0.9698,0.5076923076923077,11.13,5.77,3,0,1,0,2,2,0,0,2,1,4,0.41144125206904075
247274,582.4139004629105,4.0,0.0,0.3999999999999999,5.66,1.03,0,0,0,0,0,1,0,0,0,1,0,0.41238470509918446
67530,328.0621064817533,1.0,-0.734,0.5659090909090909,12.9,13.03,1,1,0,0,2,0,0,1,0,0,1,0.7195964627629351
102889,582.4049537037499,1.0,-0.25,0.0,35.03,5.19,5,0,0,0,1,3,0,4,1,0,0,0.6495385144245008
70936,415.9785532406531,2.0,0.5647,0.5266666666666666,6.62,4.67,4,0,0,3,1,0,0,1,1,0,2,0.46887343758400585
195541,376.0271180556156,4.0,0.9936,0.6452557319223985,7.68,19.99,8,0,0,1,13,5,6,1,8,2,6,0.5987940718775068
123730,111.8980555557646,1.0,-0.3763,0.4134615384615385,7.52,12.5,2,2,0,0,1,2,2,0,4,5,0,0.6249061686566345
138397,25.8796990737319,5.0,0.9517,0.6,5.04,3.7,0,0,2,0,3,0,0,1,1,1,2,0.41132188202129194
476,113.06613425910471,5.0,0.92,0.5010505050505051,6.84,6.3,1,0,0,2,7,1,1,0,1,0,2,0.43672752315934793
109605,1082.8668287037872,3.0,0.9485,0.52,6.19,8.95,3,0,0,4,7,0,0,3,0,2,4,0.6103530745980961
56904,115.02714120363817,3.0,0.8822,0.54,5.18,7.79,1,0,0,1,4,2,0,0,1,3,1,0.5439881080490347
3273,26.07888888893649,5.0,0.9738,0.5738888888888889,11.53,5.83,3,0,0,2,2,1,0,0,0,0,2,0.40827502222163453
147809,-2589.703483796213,5.0,0.9588,0.6857142857142858,6.06,3.79,2,0,1,5,3,0,0,0,1,0,3,0.22976343054574053
187683,114.8830555556342,1.0,0.9941,0.4847702410202409,8.76,53.94,14,2,1,7,31,0,10,3,18,9,21,0.9037502466700448
234845,541.6796527779661,1.0,-0.8316,0.5842105263157895,7.12,12.02,3,1,0,1,6,1,1,0,3,4,11,0.5490689744406473
180917,249.9140509259887,5.0,0.8319,0.4041666666666667,6.55,9.46,2,0,0,0,4,3,0,0,0,1,3,0.5572692384709312
249346,491.8382407408208,5.0,-0.3182,0.51125,7.84,4.29,1,0,0,0,2,0,0,0,0,2,0,0.4208140195596982
15700,55.79296296276152,5.0,0.9818,0.4482495590828923,11.74,10.19,1,0,0,0,6,0,0,0,3,3,1,0.4922851510831653
33244,91.125,1.0,0.4767,0.285,8.82,3.5,0,0,0,0,1,1,1,1,0,2,0,0.5283403741711983
142854,184.05498842569068,1.0,0.3147,0.5197802197802198,5.64,8.48,2,2,0,3,1,0,3,3,4,2,4,0.4891298754948239
70045,510.9191087963991,4.0,0.4763,0.5833333333333333,7.67,8.18,0,0,1,2,4,4,0,1,3,3,8,0.5210440225688234
120492,614.2158796293661,5.0,-0.2884,0.4933333333333333,5.41,2.09,3,0,0,0,0,1,0,0,1,1,0,0.3678708462313138
169020,17.366041666828096,3.0,0.7964,0.4875,12.71,2.53,0,1,1,0,0,1,0,0,0,0,0,0.4538688857695732
79876,374.2492361110635,5.0,0.9153,0.64,3.2,2.01,2,0,0,0,3,0,0,0,1,0,0,0.34678045550847136
12644,323.07653935207054,3.0,0.9325,0.4175438596491229,6.76,13.81,1,1,0,1,5,0,3,1,5,3,17,0.4237592739123466
116210,213.34221064811567,5.0,0.9869,0.5152046783625731,6.32,10.47,3,1,1,0,7,1,2,1,2,0,8,0.4655668349058817
219043,320.489560185466,3.0,0.904,0.5301100427350428,7.36,13.88,5,2,0,0,11,1,0,0,2,3,1,0.6522151222335151
105555,-3248.131099537015,3.0,0.936,0.5675757575757575,10.96,12.32,3,0,0,3,9,1,1,0,1,1,10,0.3476165582517849
